time[h],concentration[mg/l]
217.0,1.333521
217.5,4.82317924
218.0,6.072022
218.5,6.81292057
219.0,7.079458
220.0,6.309573
221.0,4.381942
222.0,2.92864513
224.0,1.4399029
228.0,0.2712273
232.0,0.09809947
