time[day(s)],concentration[mg/l]
20.0,4.54545479e-05
20.020834,8.181819e-05
20.041666,0.000115664108
20.0625,0.000145129859
20.083334,0.000125974024
20.166666,0.000108441563
20.25,9.61039e-05
20.333334,7.207792e-05
20.416666,6.883117e-05
20.5,6.62997845e-05
21.0,4.96753273e-05
