time[h],concentration[mg/l]
1.25950706,1.850148e-05
1.363413,7.351852e-05
1.47644567,3.297757e-05
1.74814546,0.000121624267
2.940956,9.195234e-05
3.59949446,5.769439e-05
4.62310743,4.61283162e-05
6.344574,3.900256e-05
8.580656,3.06076472e-05
16.1882477,2.27130422e-05
24.3146667,1.65433521e-05
48.0269623,9.109912e-06
72.0860748,5.01654677e-06
96.204155,6.04472461e-06
