time[day(s)],concentration[mg/l]
20.0,1.77092788e-05
20.020834,4.18859672e-05
20.041666,8.332135e-05
20.0625,8.861995e-05
20.125,6.53798561e-05
20.166666,5.62922323e-05
20.25,4.29573338e-05
20.333334,3.86288229e-05
20.416666,3.18453749e-05
20.5,2.933619e-05
20.666666,2.30447658e-05
21.0,1.741678e-05
