time[day(s)],concentration[mg/l]
20.0,1.89157417e-05
20.010416,1.94437816e-05
20.020834,3.9370334e-05
20.041666,7.630096e-05
20.0625,8.13437146e-05
20.083334,8.02739e-05
20.125,6.6708184e-05
20.166666,5.92537981e-05
20.25,4.80659728e-05
20.333334,3.92700967e-05
20.416666,3.366276e-05
20.5,2.991558e-05
21.0,1.80623229e-05
