time[day(s)],concentration[mg/l]
27.0242786,7.841309e-05
27.0365639,0.00015600209
27.0540638,0.000199833215
27.0715084,0.000186020348
27.0922165,0.000180957009
27.1789474,0.000116814888
27.2556648,6.378269e-05
27.3413162,5.45238327e-05
27.4589825,4.277492e-05
27.5892525,3.65579872e-05
28.00487,2.64890932e-05
