study,time_h,conc_native,conc_unit,conc_mg_L
"Abduljalil 2009, 500 mg po MD",74.2985,3.42791629,µmol/l,2.563922
"Abduljalil 2009, 500 mg po MD",74.3055,4.10650444,µmol/l,3.071474
"Abduljalil 2009, 500 mg po MD",74.4621,3.28251886,µmol/l,2.455171
"Abduljalil 2009, 500 mg po MD",74.4628,3.35522437,µmol/l,2.509551
"Abduljalil 2009, 500 mg po MD",74.5346,2.31312251,µmol/l,1.730108
"Abduljalil 2009, 500 mg po MD",74.562,4.9790225,µmol/l,3.724077
"Abduljalil 2009, 500 mg po MD",74.6094,1.561829,µmol/l,1.168175
"Abduljalil 2009, 500 mg po MD",74.6268,3.25831938,µmol/l,2.437071
"Abduljalil 2009, 500 mg po MD",74.6364,4.191376,µmol/l,3.134954
"Abduljalil 2009, 500 mg po MD",74.6373,4.2762084,µmol/l,3.198405
"Abduljalil 2009, 500 mg po MD",74.7074,3.06444287,µmol/l,2.29206
"Abduljalil 2009, 500 mg po MD",74.7241,4.6882143,µmol/l,3.506566
"Abduljalil 2009, 500 mg po MD",74.8915,4.91848373,µmol/l,3.678797
"Abduljalil 2009, 500 mg po MD",74.9613,3.68247867,µmol/l,2.754322
"Abduljalil 2009, 500 mg po MD",75.0259,1.94966245,µmol/l,1.458257
"Abduljalil 2009, 500 mg po MD",75.0508,4.36108,µmol/l,3.261885
"Abduljalil 2009, 500 mg po MD",75.0515,4.43379927,µmol/l,3.316275
"Abduljalil 2009, 500 mg po MD",75.1157,2.65250349,µmol/l,1.983949
"Abduljalil 2009, 500 mg po MD",75.1289,3.93697429,µmol/l,2.944673
"Abduljalil 2009, 500 mg po MD",75.1409,5.100274,µmol/l,3.814767
"Abduljalil 2009, 500 mg po MD",75.2027,3.08874917,µmol/l,2.31024
"Abduljalil 2009, 500 mg po MD",75.2947,4.0097065,µmol/l,2.999074
"Abduljalil 2009, 500 mg po MD",75.448,2.87065983,µmol/l,2.14712
"Abduljalil 2009, 500 mg po MD",75.4694,4.954917,µmol/l,3.706047
"Abduljalil 2009, 500 mg po MD",75.4767,5.65774441,µmol/l,4.231729
"Abduljalil 2009, 500 mg po MD",75.535,3.30691886,µmol/l,2.473421
"Abduljalil 2009, 500 mg po MD",75.6221,3.75527787,µmol/l,2.808773
"Abduljalil 2009, 500 mg po MD",75.6311,4.62775564,µmol/l,3.461346
"Abduljalil 2009, 500 mg po MD",75.636,5.100354,µmol/l,3.814827
"Abduljalil 2009, 500 mg po MD",75.7066,3.949181,µmol/l,2.953803
"Abduljalil 2009, 500 mg po MD",75.7843,3.476596,µmol/l,2.600332
"Abduljalil 2009, 500 mg po MD",75.9458,3.137322,µmol/l,2.346571
"Abduljalil 2009, 500 mg po MD",75.9529,3.82803655,µmol/l,2.863193
"Abduljalil 2009, 500 mg po MD",75.9604,4.555104,µmol/l,3.407006
"Abduljalil 2009, 500 mg po MD",75.9742,5.900167,µmol/l,4.41305
"Abduljalil 2009, 500 mg po MD",76.0301,3.30698586,µmol/l,2.473471
"Abduljalil 2009, 500 mg po MD",76.0401,4.27640867,µmol/l,3.198554
"Abduljalil 2009, 500 mg po MD",76.109,2.95558524,µmol/l,2.21064
"Abduljalil 2009, 500 mg po MD",76.1296,4.95501041,µmol/l,3.706117
"Abduljalil 2009, 500 mg po MD",76.207,4.458199,µmol/l,3.334525
"Abduljalil 2009, 500 mg po MD",76.2764,3.18584132,µmol/l,2.382861
"Abduljalil 2009, 500 mg po MD",76.3639,3.67056632,µmol/l,2.745413
"Abduljalil 2009, 500 mg po MD",76.4634,5.31859064,µmol/l,3.978058
"Abduljalil 2009, 500 mg po MD",76.5262,3.40399766,µmol/l,2.546032
"Abduljalil 2009, 500 mg po MD",76.6104,3.57366133,µmol/l,2.672932
"Abduljalil 2009, 500 mg po MD",76.6175,4.264376,µmol/l,3.189555
"Abduljalil 2009, 500 mg po MD",76.6382,6.275914,µmol/l,4.694091
"Abduljalil 2009, 500 mg po MD",76.6959,3.86449623,µmol/l,2.890463
"Abduljalil 2009, 500 mg po MD",76.7704,3.07685018,µmol/l,2.301341
"Abduljalil 2009, 500 mg po MD",76.9368,3.21017456,µmol/l,2.401061
"Abduljalil 2009, 500 mg po MD",76.9375,3.28287983,µmol/l,2.455441
"Abduljalil 2009, 500 mg po MD",76.9632,5.77912951,µmol/l,4.32252
"Abduljalil 2009, 500 mg po MD",77.028,4.05842638,µmol/l,3.035514
"Abduljalil 2009, 500 mg po MD",77.1043,3.452557,µmol/l,2.582352
"Abduljalil 2009, 500 mg po MD",77.1111,4.119032,µmol/l,3.080844
"Abduljalil 2009, 500 mg po MD",77.1137,4.373501,µmol/l,3.271175
"Abduljalil 2009, 500 mg po MD",77.119,4.882452,µmol/l,3.651847
"Abduljalil 2009, 500 mg po MD",77.2657,3.10116982,µmol/l,2.319531
"Abduljalil 2009, 500 mg po MD",77.4361,3.62224746,µmol/l,2.709272
"Abduljalil 2009, 500 mg po MD",77.4463,4.61591,µmol/l,3.452486
"Abduljalil 2009, 500 mg po MD",77.5106,2.84672761,µmol/l,2.12922
"Abduljalil 2009, 500 mg po MD",77.5216,3.91308236,µmol/l,2.926803
"Abduljalil 2009, 500 mg po MD",77.592,2.737683,µmol/l,2.047659
"Abduljalil 2009, 500 mg po MD",77.5949,3.01639152,µmol/l,2.25612
"Abduljalil 2009, 500 mg po MD",77.605,3.99792767,µmol/l,2.990264
"Abduljalil 2009, 500 mg po MD",77.7057,5.7671237,µmol/l,4.31354
"Abduljalil 2009, 500 mg po MD",77.7736,4.34935474,µmol/l,3.253115
"Abduljalil 2009, 500 mg po MD",77.9264,3.16184235,µmol/l,2.364911
"Abduljalil 2009, 500 mg po MD",77.9434,4.80985355,µmol/l,3.597546
"Abduljalil 2009, 500 mg po MD",78.0057,2.84679461,µmol/l,2.12927
"Abduljalil 2009, 500 mg po MD",78.087,2.72563672,µmol/l,2.038649
"Abduljalil 2009, 500 mg po MD",78.0969,3.69504642,µmol/l,2.763723
"Abduljalil 2009, 500 mg po MD",78.1007,4.0585866,µmol/l,3.035634
"Abduljalil 2009, 500 mg po MD",78.1153,5.47635555,µmol/l,4.096059
"Abduljalil 2009, 500 mg po MD",78.2542,2.94377971,µmol/l,2.20181
"Abduljalil 2009, 500 mg po MD",79.9839,2.64108562,µmol/l,1.975409
"Abduljalil 2009, 500 mg po MD",80.0612,2.13214779,µmol/l,1.594747
"Abduljalil 2009, 500 mg po MD",80.0618,2.1927402,µmol/l,1.640067
"Abduljalil 2009, 500 mg po MD",80.0626,2.26544547,µmol/l,1.694448
"Abduljalil 2009, 500 mg po MD",80.0703,3.01673913,µmol/l,2.25638
"Abduljalil 2009, 500 mg po MD",80.0799,3.94980955,µmol/l,2.954273
"Abduljalil 2009, 500 mg po MD",80.1415,1.9140451,µmol/l,1.431617
"Abduljalil 2009, 500 mg po MD",80.1708,4.76170874,µmol/l,3.561536
"Abduljalil 2009, 500 mg po MD",83.8608,2.50834942,µmol/l,1.876128
"Abduljalil 2009, 500 mg po MD",84.0106,1.03000736,µmol/l,0.770398
"Abduljalil 2009, 500 mg po MD",84.0122,1.18753791,µmol/l,0.888223
"Abduljalil 2009, 500 mg po MD",84.0133,1.29659736,µmol/l,0.969794
"Abduljalil 2009, 500 mg po MD",84.0142,1.38141584,µmol/l,1.033235
"Abduljalil 2009, 500 mg po MD",84.0941,1.1269604,µmol/l,0.842914
"Abduljalil 2009, 500 mg po MD",84.0975,1.45413458,µmol/l,1.087625
"Abduljalil 2009, 500 mg po MD",84.1743,0.8967364,µmol/l,0.670717
"Abduljalil 2009, 500 mg po MD",84.1868,2.120623,µmol/l,1.586127
"Chu 1991, 250 mg iv",0.364,2.53346,µmol/l,1.89491
"Chu 1991, 250 mg iv",0.7467,3.7098434,µmol/l,2.77479
"Chu 1991, 250 mg iv",1.0556,2.337873,µmol/l,1.74862
"Chu 1991, 250 mg iv",1.5092,1.94611049,µmol/l,1.4556
"Chu 1991, 250 mg iv",2.5416,1.47931671,µmol/l,1.10646
"Chu 1991, 250 mg iv",3.9809,1.012777,µmol/l,0.75751
"Chu 1991, 250 mg iv",6.0022,0.5767632,µmol/l,0.431392
"Chu 1991, 250 mg iv",7.9714,0.3518187,µmol/l,0.263144
"Chu 1991, 250 mg iv",10.0604,0.247580931,µmol/l,0.185179
"Chu 1991, 250 mg iv",12.0332,0.143268287,µmol/l,0.107158
"Chu 1991, 250 mg iv",14.065,0.06915177,µmol/l,0.051722
"Chu 1992, 100 mg po",0.5119,0.132558,µg/ml,0.132558
"Chu 1992, 100 mg po",1.0437,0.242714,µg/ml,0.242714
"Chu 1992, 100 mg po",2.0398,0.319522,µg/ml,0.319522
"Chu 1992, 100 mg po",3.0267,0.238306,µg/ml,0.238306
"Chu 1992, 100 mg po",4.015,0.194791988,µg/ml,0.194792
"Chu 1992, 100 mg po",5.055,0.153493,µg/ml,0.153493
"Chu 1992, 100 mg po",6.0416,0.112399,µg/ml,0.112399
"Chu 1992, 100 mg po",7.0257,0.0710810944,µg/ml,0.071081
"Chu 1992, 100 mg po",7.997,0.0204386991,µg/ml,0.020439
"Chu 1992, 1200 mg po",0.4707,1.75096,µg/ml,1.75096
"Chu 1992, 1200 mg po",0.9937,2.98394012,µg/ml,2.98394
"Chu 1992, 1200 mg po",1.9874,3.52077985,µg/ml,3.52078
"Chu 1992, 1200 mg po",2.9812,3.5861,µg/ml,3.5861
"Chu 1992, 1200 mg po",3.9749,3.21161,µg/ml,3.21161
"Chu 1992, 1200 mg po",5.0209,3.21161,µg/ml,3.21161
"Chu 1992, 1200 mg po",5.9623,2.92959,µg/ml,2.92959
"Chu 1992, 1200 mg po",7.0084,2.43767,µg/ml,2.43767
"Chu 1992, 1200 mg po",8.0021,2.14335,µg/ml,2.14335
"Chu 1992, 1200 mg po",12.0293,1.40435994,µg/ml,1.40436
"Chu 1992, 1200 mg po",24.0063,0.510979,µg/ml,0.510979
"Chu 1992, 200 mg po",0.4184,0.189369991,µg/ml,0.18937
"Chu 1992, 200 mg po",0.9414,0.50167197,µg/ml,0.501672
"Chu 1992, 200 mg po",1.9874,0.549966,µg/ml,0.549966
"Chu 1992, 200 mg po",2.9812,0.457618982,µg/ml,0.457619
"Chu 1992, 200 mg po",4.0272,0.322718,µg/ml,0.322718
"Chu 1992, 200 mg po",5.0209,0.268529,µg/ml,0.268529
"Chu 1992, 200 mg po",6.0146,0.211451,µg/ml,0.211451
"Chu 1992, 200 mg po",7.0084,0.15188399,µg/ml,0.151884
"Chu 1992, 200 mg po",8.0021,0.101364,µg/ml,0.101364
"Chu 1992, 200 mg po",11.977,0.0301295,µg/ml,0.03013
"Chu 1992, 400 mg po",0.5376,0.641198039,µg/ml,0.641198
"Chu 1992, 400 mg po",1.0652,0.908319,µg/ml,0.908319
"Chu 1992, 400 mg po",2.008,1.11122,µg/ml,1.11122
"Chu 1992, 400 mg po",3.0512,1.07123,µg/ml,1.07123
"Chu 1992, 400 mg po",4.0918,0.875624,µg/ml,0.875624
"Chu 1992, 400 mg po",5.0816,0.784433,µg/ml,0.784433
"Chu 1992, 400 mg po",6.0184,0.665140033,µg/ml,0.66514
"Chu 1992, 400 mg po",7.0073,0.56398803,µg/ml,0.563988
"Chu 1992, 400 mg po",8.0998,0.452633,µg/ml,0.452633
"Chu 1992, 400 mg po",11.9986,0.174506,µg/ml,0.174506
"Chu 1992, 400 mg po",24.02,0.0204386991,µg/ml,0.020439
"Chu 1992, 600 mg po",0.4707,0.9723331,µg/ml,0.972333
"Chu 1992, 600 mg po",0.9937,1.62684,µg/ml,1.62684
"Chu 1992, 600 mg po",1.9874,1.99141,µg/ml,1.99141
"Chu 1992, 600 mg po",2.9812,1.78345,µg/ml,1.78345
"Chu 1992, 600 mg po",3.9749,1.53955,µg/ml,1.53955
"Chu 1992, 600 mg po",4.9686,1.37878,µg/ml,1.37878
"Chu 1992, 600 mg po",5.9623,1.10585,µg/ml,1.10585
"Chu 1992, 600 mg po",7.0084,0.9723331,µg/ml,0.972333
"Chu 1992, 600 mg po",8.0021,0.75171,µg/ml,0.75171
"Chu 1992, 600 mg po",11.977,0.341015,µg/ml,0.341015
"Chu 1992, 600 mg po",24.0063,0.111122,µg/ml,0.111122
"Chu 1992, 800 mg po",0.5829,0.420634985,µg/ml,0.420635
"Chu 1992, 800 mg po",1.0214,1.51749992,µg/ml,1.5175
"Chu 1992, 800 mg po",1.9683,2.39958,µg/ml,2.39958
"Chu 1992, 800 mg po",3.0131,2.53522,µg/ml,2.53522
"Chu 1992, 800 mg po",4.0551,2.27119,µg/ml,2.27119
"Chu 1992, 800 mg po",5.045,2.03465986,µg/ml,2.03466
"Chu 1992, 800 mg po",6.0348,1.82276011,µg/ml,1.82276
"Chu 1992, 800 mg po",7.0244,1.60328,µg/ml,1.60328
"Chu 1992, 800 mg po",8.013,1.33477,µg/ml,1.33477
"Chu 1992, 800 mg po",12.0211,0.689975,µg/ml,0.689975
"Chu 1992, 800 mg po",24.0589,0.221459,µg/ml,0.221459
"Chu 1993, 250 mg po",0.2964,0.101116,µg/ml,0.101116
"Chu 1993, 250 mg po",0.7301,0.491345972,µg/ml,0.491346
"Chu 1993, 250 mg po",0.9877,0.664763,µg/ml,0.664763
"Chu 1993, 250 mg po",1.4901,0.700756,µg/ml,0.700756
"Chu 1993, 250 mg po",2.4924,0.714912,µg/ml,0.714912
"Chu 1993, 250 mg po",4.0277,0.497582,µg/ml,0.497582
"Chu 1993, 250 mg po",6.0227,0.294571,µg/ml,0.294571
"Chu 1993, 250 mg po",8.0211,0.171078,µg/ml,0.171078
"Chu 1993, 250 mg po",10.0221,0.112644,µg/ml,0.112644
"Chu 1993, 250 mg po",12.024,0.0758964047,µg/ml,0.075896
"Chu 1993, 250 mg po",14.0263,0.0463776,µg/ml,0.046378
"Chu 1993, 250 mg po MD",72.0046,0.221684992,µg/ml,0.221685
"Chu 1993, 250 mg po MD",72.5266,0.505865,µg/ml,0.505865
"Chu 1993, 250 mg po MD",72.989,0.917774,µg/ml,0.917774
"Chu 1993, 250 mg po MD",74.0,0.91747,µg/ml,0.91747
"Chu 1993, 250 mg po MD",75.0209,0.93162,µg/ml,0.93162
"Chu 1993, 250 mg po MD",76.0085,0.814857,µg/ml,0.814857
"Chu 1993, 250 mg po MD",78.0348,0.583723962,µg/ml,0.583724
"Chu 1993, 250 mg po MD",80.0215,0.403206,µg/ml,0.403206
"Chu 1993, 250 mg po MD",84.0339,0.20199801,µg/ml,0.201998
"Chu 1993, 250 mg po MD",88.0245,0.141358,µg/ml,0.141358
"Chu 1993, 250 mg po MD",96.0119,0.0634502,µg/ml,0.06345
"Chu 1993, 500 mg po",0.4887,0.708287,µg/ml,0.708287
"Chu 1993, 500 mg po",0.9867,1.64067006,µg/ml,1.64067
"Chu 1993, 500 mg po",1.5009,1.95858,µg/ml,1.95858
"Chu 1993, 500 mg po",2.0027,1.98012006,µg/ml,1.98012
"Chu 1993, 500 mg po",2.9944,1.74127007,µg/ml,1.74127
"Chu 1993, 500 mg po",4.0252,1.4373399,µg/ml,1.43734
"Chu 1993, 500 mg po",6.0078,0.937949,µg/ml,0.937949
"Chu 1993, 500 mg po",8.0392,0.60480696,µg/ml,0.604807
"Chu 1993, 500 mg po",10.0357,0.437940985,µg/ml,0.437941
"Chu 1993, 500 mg po",12.0331,0.292761,µg/ml,0.292761
"Chu 1993, 500 mg po",16.034,0.146977991,µg/ml,0.146978
"Chu 1993, 500 mg po",24.0442,0.057818,µg/ml,0.057818
"Chu 1993, 500 mg po MD",71.9941,0.858635962,µg/ml,0.858636
"Chu 1993, 500 mg po MD",72.4882,1.58459,µg/ml,1.58459
"Chu 1993, 500 mg po MD",72.9798,2.36275983,µg/ml,2.36276
"Chu 1993, 500 mg po MD",73.9898,2.6733,µg/ml,2.6733
"Chu 1993, 500 mg po MD",75.0128,2.73644,µg/ml,2.73644
"Chu 1993, 500 mg po MD",76.0103,2.41244984,µg/ml,2.41245
"Chu 1993, 500 mg po MD",78.0093,1.7516,µg/ml,1.7516
"Chu 1993, 500 mg po MD",80.027,1.31405,µg/ml,1.31405
"Chu 1993, 500 mg po MD",84.0447,0.792356,µg/ml,0.792356
"Chu 1993, 500 mg po MD",88.0465,0.447376,µg/ml,0.447376
"Chu 1993, 500 mg po MD",96.0237,0.235334,µg/ml,0.235334
"Kees 1995, 250 mg po",0.2252,0.20823,µg/ml,0.20823
"Kees 1995, 250 mg po",0.6752,0.613727033,µg/ml,0.613727
"Kees 1995, 250 mg po",0.8952,0.701345,µg/ml,0.701345
"Kees 1995, 250 mg po",1.4386,0.766887,µg/ml,0.766887
"Kees 1995, 250 mg po",1.9805,0.799534,µg/ml,0.799534
"Kees 1995, 250 mg po",2.9544,0.821019,µg/ml,0.821019
"Kees 1995, 250 mg po",4.0288,0.667019,µg/ml,0.667019
"Kees 1995, 250 mg po",6.0715,0.402928,µg/ml,0.402928
"Kees 1995, 250 mg po",8.0117,0.270462,µg/ml,0.270462
"Kees 1995, 250 mg po",10.1705,0.192722,µg/ml,0.192722
"Kees 1995, 250 mg po",11.8973,0.126143,µg/ml,0.126143
"Kees 1995, 250 mg po MD",0.2252,0.20823,µg/ml,0.20823
"Kees 1995, 250 mg po MD",0.6752,0.613727033,µg/ml,0.613727
"Kees 1995, 250 mg po MD",0.8952,0.701345,µg/ml,0.701345
"Kees 1995, 250 mg po MD",1.4386,0.766887,µg/ml,0.766887
"Kees 1995, 250 mg po MD",1.9805,0.799534,µg/ml,0.799534
"Kees 1995, 250 mg po MD",2.9544,0.821019,µg/ml,0.821019
"Kees 1995, 250 mg po MD",4.0288,0.667019,µg/ml,0.667019
"Kees 1995, 250 mg po MD",6.0715,0.402928,µg/ml,0.402928
"Kees 1995, 250 mg po MD",8.0117,0.270462,µg/ml,0.270462
"Kees 1995, 250 mg po MD",10.1705,0.192722,µg/ml,0.192722
"Kees 1995, 250 mg po MD",11.8973,0.126143,µg/ml,0.126143
"Kees 1995, 250 mg po MD",24.0,0.175435,µg/ml,0.175435
"Kees 1995, 250 mg po MD",48.0,0.228481,µg/ml,0.228481
"Kees 1995, 250 mg po MD",72.0,0.259547,µg/ml,0.259547
"Kees 1995, 250 mg po MD",96.0,0.268734,µg/ml,0.268734
"Kees 1995, 250 mg po MD",96.3324,0.454985023,µg/ml,0.454985
"Kees 1995, 250 mg po MD",96.6723,0.816672,µg/ml,0.816672
"Kees 1995, 250 mg po MD",97.0057,1.02485,µg/ml,1.02485
"Kees 1995, 250 mg po MD",97.439,1.04659,µg/ml,1.04659
"Kees 1995, 250 mg po MD",98.0915,1.13401,µg/ml,1.13401
"Kees 1995, 250 mg po MD",99.1711,1.10062,µg/ml,1.10062
"Kees 1995, 250 mg po MD",100.1398,1.00149,µg/ml,1.00149
"Kees 1995, 250 mg po MD",102.1767,0.605824053,µg/ml,0.605824
"Kees 1995, 250 mg po MD",104.0079,0.451479,µg/ml,0.451479
"Kees 1995, 250 mg po MD",106.0562,0.318964,µg/ml,0.318964
"Kees 1995, 250 mg po MD",108.2146,0.230259,µg/ml,0.230259
"Kees 1995, 500 mg po",0.2309,0.339807,µg/ml,0.339807
"Kees 1995, 500 mg po",0.6908,0.975562,µg/ml,0.975562
"Kees 1995, 500 mg po",0.9222,1.32633,µg/ml,1.32633
"Kees 1995, 500 mg po",1.5851,1.65498,µg/ml,1.65498
"Kees 1995, 500 mg po",2.0322,1.99469,µg/ml,1.99469
"Kees 1995, 500 mg po",2.8937,1.91754,µg/ml,1.91754
"Kees 1995, 500 mg po",4.0715,1.65384,µg/ml,1.65384
"Kees 1995, 500 mg po",6.1018,1.10467,µg/ml,1.10467
"Kees 1995, 500 mg po",8.1435,0.818648,µg/ml,0.818648
"Kees 1995, 500 mg po",10.078,0.554606,µg/ml,0.554606
"Kees 1995, 500 mg po",12.0159,0.367317,µg/ml,0.367317
"Kees 1995, 500 mg po",16.0082,0.190055,µg/ml,0.190055
"Kees 1995, 500 mg po",24.0038,0.0877176,µg/ml,0.087718
"Kees 1995, 500 mg po MD",0.2309,0.339807,µg/ml,0.339807
"Kees 1995, 500 mg po MD",0.6908,0.975562,µg/ml,0.975562
"Kees 1995, 500 mg po MD",0.9222,1.32633,µg/ml,1.32633
"Kees 1995, 500 mg po MD",1.5851,1.65498,µg/ml,1.65498
"Kees 1995, 500 mg po MD",2.0322,1.99469,µg/ml,1.99469
"Kees 1995, 500 mg po MD",2.8937,1.91754,µg/ml,1.91754
"Kees 1995, 500 mg po MD",4.0715,1.65384,µg/ml,1.65384
"Kees 1995, 500 mg po MD",6.1018,1.10467,µg/ml,1.10467
"Kees 1995, 500 mg po MD",8.1435,0.818648,µg/ml,0.818648
"Kees 1995, 500 mg po MD",10.078,0.554606,µg/ml,0.554606
"Kees 1995, 500 mg po MD",12.0159,0.367317,µg/ml,0.367317
"Kees 1995, 500 mg po MD",16.0082,0.190055,µg/ml,0.190055
"Kees 1995, 500 mg po MD",24.0038,0.0877176,µg/ml,0.087718
"Kees 1995, 500 mg po MD",48.0,0.107769996,µg/ml,0.10777
"Kees 1995, 500 mg po MD",72.0,0.105992004,µg/ml,0.105992
"Kees 1995, 500 mg po MD",96.0,0.104263,µg/ml,0.104263
"Kees 1995, 500 mg po MD",96.3357,0.367268,µg/ml,0.367268
"Kees 1995, 500 mg po MD",96.5936,1.33206,µg/ml,1.33206
"Kees 1995, 500 mg po MD",97.0407,1.67177,µg/ml,1.67177
"Kees 1995, 500 mg po MD",97.4883,2.02244,µg/ml,2.02244
"Kees 1995, 500 mg po MD",98.0403,2.28535,µg/ml,2.28535
"Kees 1995, 500 mg po MD",99.118,2.2081,µg/ml,2.2081
"Kees 1995, 500 mg po MD",100.0791,1.93354,µg/ml,1.93354
"Kees 1995, 500 mg po MD",101.9994,1.34056,µg/ml,1.34056
"Kees 1995, 500 mg po MD",104.0387,0.999713957,µg/ml,0.999714
"Kees 1995, 500 mg po MD",106.0795,0.691764,µg/ml,0.691764
"Kees 1995, 500 mg po MD",108.0168,0.49351,µg/ml,0.49351
"Kees 1995, 500 mg po MD",111.7915,0.283452,µg/ml,0.283452
"Kees 1995, 500 mg po MD",119.8924,0.115277,µg/ml,0.115277
"Rengelsh. 2003, 250 mg po MD",23.4956,0.274972,µg/ml,0.274972
"Rengelsh. 2003, 250 mg po MD",23.6822,0.240179986,µg/ml,0.24018
"Rengelsh. 2003, 250 mg po MD",23.8369,0.248259991,µg/ml,0.24826
"Rengelsh. 2003, 250 mg po MD",24.1715,0.454097,µg/ml,0.454097
"Rengelsh. 2003, 250 mg po MD",24.3413,0.591919,µg/ml,0.591919
"Rengelsh. 2003, 250 mg po MD",24.5162,0.811448,µg/ml,0.811448
"Rengelsh. 2003, 250 mg po MD",24.6709,0.95420897,µg/ml,0.954209
"Rengelsh. 2003, 250 mg po MD",24.8457,0.993266,µg/ml,0.993266
"Rengelsh. 2003, 250 mg po MD",25.0021,1.04624,µg/ml,1.04624
"Rengelsh. 2003, 250 mg po MD",25.2509,1.14186,µg/ml,1.14186
"Rengelsh. 2003, 250 mg po MD",25.5015,1.14388,µg/ml,1.14388
"Rengelsh. 2003, 250 mg po MD",26.0126,1.09000993,µg/ml,1.09001
"Rengelsh. 2003, 250 mg po MD",26.4969,1.05163,µg/ml,1.05163
"Rengelsh. 2003, 250 mg po MD",27.0046,0.939843,µg/ml,0.939843
"Rengelsh. 2003, 250 mg po MD",28.0202,0.878339,µg/ml,0.878339
"Rengelsh. 2003, 250 mg po MD",30.0076,0.765656948,µg/ml,0.765657
"Rengelsh. 2003, 250 mg po MD",32.0084,0.54320997,µg/ml,0.54321
"Rengelsh. 2003, 250 mg po MD",34.0227,0.402019978,µg/ml,0.40202
"Rengelsh. 2003, 250 mg po MD",36.0168,0.269359976,µg/ml,0.26936
