time[h],concentration[µg/ml]
0.25,0.1021861
0.5,0.6631968
0.75,0.8728759
1.0,0.8267482
1.25,0.7500598
1.5,0.7306621
1.75,0.6997598
2.0,0.7147291
2.5,0.7942844
3.0,0.8929325
3.5,0.8579433
4.0,0.7236227
4.5,0.5931696
5.0,0.5008776
5.5,0.4200657
6.0,0.3659715
8.0,0.203018
9.0,0.1559021
