time[h],concentration[µg/ml]
0.25,4.87
0.5,2.87
0.75,2.11
1.0,1.83
1.5,1.39
2.0,0.96
3.0,0.79
4.0,0.61
6.0,0.3
8.0,0.22
10.0,0.11
