time[h],concentration[mg/l]
24.5,0.018781269
24.75,0.03157305
25.0,0.04487708
25.5,0.0474590622
26.0,0.0407734
26.5,0.02067153
27.0,0.01562788
28.0,0.008115358
29.0,0.004421188
30.0,0.003263283
32.0,0.00188009813
34.0,0.00128112
