time[h],concentration[µmol/l]
0.25,0.08391608
0.5,2.454545
0.75,3.356643
1.0,3.72028
1.25,3.489511
1.5,3.307692
1.75,2.811189
2.5,1.783217
3.0,1.454545
3.5,1.405594
4.0,1.125874
5.0,0.7902098
6.0,0.5174825
