time[h],concentration[µg/ml]
144.0,0.2960354
144.5,0.8290868
145.0,0.991189063
145.5,1.05184
146.0,1.007778
147.0,0.9252304
148.0,0.652416646
150.0,0.3781101
152.0,0.2100039
154.0,0.13366
156.0,0.113617405
