time[h],concentration[µg/ml]
0.25,0.03168317
0.5,0.3485149
0.75,0.9425743
1.0,1.291089
1.25,1.441584
1.5,1.390099
1.75,1.512871
2.0,1.524752
2.5,1.611881
3.0,1.766337
3.5,1.893069
4.0,1.619802
4.5,1.346535
5.0,1.112871
5.5,0.9346535
6.0,0.8039604
8.0,0.479207933
9.0,0.2653465
