time[h],concentration[µg/ml]
0.25,0.45
0.5,1.49
0.75,1.67
1.0,1.47
1.5,1.2
2.0,1.19
3.0,0.63
4.0,0.39
6.0,0.17
8.0,0.07
10.0,0.025
