time[h],concentration[µg/ml]
0.25,4.5
0.5,3.13
0.75,2.51
1.0,1.92
1.5,1.59
2.0,1.21
3.0,0.82
4.0,0.62
6.0,0.25
8.0,0.13
10.0,0.06
