time[h],concentration[µg/ml]
1.0,1.330833
1.5,2.254975
2.0,2.935328
3.0,3.821102
4.0,2.409124
6.0,1.559461
8.0,0.8393499
12.0,0.2563292
18.0,0.08585121
24.0,0.05783056
72.0,0.06195184
96.0,0.06286421
120.0,0.07182559
144.5,0.07887499
145.0,0.9281302
145.5,2.366442
146.0,3.00027
147.0,3.754195
148.0,2.961486
150.0,1.615094
152.0,0.8808402
156.0,0.2798368
162.0,0.09497449
168.0,0.08110615
