time[h],concentration[µg/ml]
0.25,4.43
0.5,2.74
0.75,2.1
1.0,1.89
1.5,1.34
2.0,1.22
3.0,0.73
4.0,0.48999998
6.0,0.27
8.0,0.1
10.0,0.06
