time[h],concentration[µg/ml]
0.25,1.644833
0.5,3.572912
0.75,3.458323
1.0,1.818179
1.25,1.91995692
1.5,1.364262
1.75,1.44076
2.0,1.50954
2.5,1.530741
3.0,1.367301
3.5,1.08426
4.0,0.8397658
4.5,0.5866935
6.0,0.4247957
8.0,0.2064433
10.0,0.1121987
