time[h],concentration[µg/ml]
0.33,0.05047935
0.67,0.257605284
1.0,0.487516373
1.5,0.582306564
2.0,0.6035303
3.0,0.5763336
4.0,0.5187571
5.0,0.327614516
6.0,0.2356105
8.0,0.08448375
12.0,0.02426847
