time[h],concentration[µg/ml]
0.08,7.014075
0.17,4.612556
0.25,3.36850476
0.33,2.12438416
0.75,0.96855855
1.0,0.785685
2.0,0.51753366
3.0,0.3785311
4.0,0.2519176
5.0,0.17488189
6.0,0.115186304
8.0,0.06291878
