time[h],concentration[µg/ml]
168.0,0.270099
168.5,0.6062992
169.0,0.8251075
169.5,1.169158
170.0,1.360565
170.5,1.148738
171.0,0.9212961
172.0,0.6464989
172.5,0.82612
173.0,1.326813
173.5,1.447738
174.0,1.185045
175.0,0.6596997
176.0,0.6040921
177.0,0.4270932
177.5,0.5715476
178.0,0.954764
178.5,1.091389
179.0,1.141854
180.0,0.9805555
181.0,0.6548277
182.0,0.501337
182.5,1.393457
183.0,2.007648
183.5,1.838923
184.0,1.623225
185.0,1.571532
186.0,1.425891
187.0,1.033617
192.0,0.375811
