time[h],concentration[µg/ml]
0.25,0.61
0.5,1.09
0.75,1.13
1.0,1.03
1.5,0.969999969
2.0,0.87
3.0,0.59
4.0,0.69
6.0,0.28
8.0,0.15
10.0,0.08
