time[h],concentration[µg/ml]
0.5,0.7437854
0.75,2.285872
1.0,1.995236
1.25,1.197478
1.5,0.8294649
1.75,1.052839
2.0,1.027413
2.5,0.8680862
3.0,1.240918
3.5,1.200554
4.0,1.072497
4.5,0.9973619
6.0,0.3880909
8.0,0.2041951
10.0,0.1322087
