time[h],concentration[µg/ml]
0.25,0.4763536
0.5,0.6713194
0.75,0.7384365
1.0,0.6388909
1.25,0.4598762
1.5,0.8439113
1.75,0.7908093
2.0,1.141702
2.5,1.425986
3.0,1.913809
3.5,1.539269
4.0,1.143228
4.5,0.8031015
6.0,0.5231164
8.0,0.1882754
10.0,0.08895715
