time[h],concentration[µg/ml]
0.25,0.34
0.5,1.32
0.75,1.58
1.0,1.44
1.5,0.979999959
2.0,0.93
3.0,0.87
4.0,0.95
6.0,0.3
8.0,0.14
10.0,0.025
