time[h],concentration[µg/ml]
0.08,6.049524
0.17,4.144762
0.25,3.017143
0.5,1.721905
0.75,1.249524
1.0,1.097143
1.25,0.9447619
1.5,0.8380952
2.0,0.7466667
2.5,0.5485714
3.0,0.472381
3.5,0.3809524
4.0,0.32
4.5,0.243809491
5.0,0.2133333
5.5,0.2133333
6.0,0.1828571
7.0,0.1371429
8.0,0.07619048
9.0,0.07619048
