time[h],concentration[µg/ml]
0.25,5.07
0.5,3.38
0.75,2.73
1.0,2.43
1.5,1.8
2.0,1.54
3.0,0.9
4.0,0.69
6.0,0.32
8.0,0.11
10.0,0.025
