time[h],concentration[µg/ml]
0.470711023,1.75096
0.993724,2.98394012
1.98745,3.52077985
2.98117,3.5861
3.9749,3.21161
5.02092,3.21161
5.96234,2.92959
7.00837,2.43767
8.0020895,2.14335
12.0293,1.40435994
24.0063,0.510979
