time[h],concentration[µg/ml]
71.9941,0.858635962
72.48817,1.58459
72.9797745,2.36275983
73.9898453,2.6733
75.01277,2.73644
76.01026,2.41244984
78.009346,1.7516
80.0270157,1.31405
84.0447,0.792356
88.0465,0.447376
96.0237,0.235334
