time[h],concentration[µmol/l]
0.363967,2.53346
0.746723,3.7098434
1.05564,2.337873
1.50918,1.94611049
2.54164982,1.47931671
3.98091984,1.012777
6.00218,0.5767632
7.97145,0.3518187
10.0604,0.247580931
12.0332,0.143268287
14.0650005,0.06915177
