time[h],concentration[µg/l]
0.5,1754.476
1.0,2604.85864
1.5,3079.284
2.0,2542.199
2.5,2345.269
3.0,2067.775
3.5,1566.496
4.0,1101.023
5.0,599.7443
6.0,358.0563
8.0,250.6394
10.0,161.1253
