time[h],concentration[µg/l]
0.5,12.6
1.0,52.6
2.0,88.3
3.0,94.6
4.0,80.6
6.0,69.4
8.0,49.1
12.0,29.8
16.0,24.3
24.0,14.999999
48.0,6.6
