time[h],concentration[µg/l]
360.5,407.0
361.0,564.0
362.0,820.0
363.0,990.0
364.0,1028.0
366.0,822.0
368.0,864.0
372.0,557.0
376.0,535.0
384.0,419.0
408.0,268.0
432.0,214.0
