time[h],concentration[µg/l]
0.5,39.8
1.0,72.0
2.0,213.0
3.0,247.999985
4.0,244.0
6.0,159.0
8.0,128.0
12.0,79.2
16.0,80.8
24.0,50.2
48.0,21.1
72.0,9.0
