time[h],concentration[mg/l]
1.0,0.008877419
1.5,0.02741961
2.0,0.07786874
3.0,0.111602612
4.0,0.1228449
5.0,0.1336071
6.0,0.1228449
8.0,0.08571289
24.0,0.025210917
32.0,0.02007205
48.0,0.01088587
56.0,0.01062777
72.0,0.006498561
80.0,0.005833429
96.0,0.00356696523
