time[h],concentration[µg/l]
12.5,190.0
13.0,274.999969
14.0,388.0
15.0,508.000031
16.0,503.000031
18.0,296.0
20.0,306.0
24.0,195.0
28.0,160.0
36.0,130.0
60.0,67.9
84.0,36.9
