time[h],concentration[µg/l]
1.0,42.20424
2.0,146.779892
3.0,264.8969
4.0,361.7467
5.0,373.8088
6.0,355.8624
8.0,322.5128
12.0,252.179291
24.0,133.0245
36.0,66.80151
48.0,31.935482
72.0,3.432516
