time[h],concentration[mg/l]
3.0,3.26003575
8.0,0.59313035
11.0,3.75486422
24.0,0.671895564
27.0,3.57218218
32.0,1.07914007
35.0,3.914215
48.0,1.192338
51.0,4.14873266
72.0,1.17267907
75.0,4.434007
96.0,1.22244608
99.0,4.39730072
120.0,1.4316
123.0,4.2182827
144.0,1.455599
147.0,4.14873266
148.0,2.80698681
148.5,2.205704
149.0,1.996301
151.0,1.704645
153.0,1.58176792
155.0,1.555689
160.0,1.274325
168.0,1.594972
176.0,1.504812
192.0,1.407996
216.0,1.373318
240.0,1.317409
312.0,0.993063033
