time[h],concentration[mg/l]
1.0,0.3229167
12.0,0.3541667
24.0,0.6145833
36.0,0.7118056
48.0,1.083333
72.0,1.385417
96.0,1.57986093
120.0,1.65277815
144.0,1.576389
168.0,1.75694418
