time[h],concentration[µg/l]
0.5,38.29787
1.0,102.1277
2.0,213.1915
3.0,333.1915
4.0,448.0851
5.0,519.574463
6.0,511.9149
8.0,478.7234
12.0,435.3192
24.0,277.021271
36.0,165.9574
48.0,86.80851
72.0,19.148941
96.0,2.553191
