time[h],concentration[µg/l]
0.5,84.203064
1.0,288.367462
1.5,342.2842
2.0,331.781525
3.0,242.943832
4.0,186.406662
6.0,106.374557
8.0,84.203064
24.0,33.57809
32.0,26.1685
48.0,16.6543064
56.0,13.1830769
72.0,9.35698
80.0,7.761181
96.0,5.423498
