time[h],concentration[mg/l]
0.5,0.3326087
1.0,0.539999962
2.0,0.63
3.0,0.675
4.0,0.6886957
5.0,0.6280434
6.0,0.592826068
8.0,0.5380435
10.0,0.5028261
12.0,0.461739153
24.0,0.279782623
36.0,0.15065217
48.0,0.0860869661
60.0,0.05086956
72.0,0.0391304381
