time[h],concentration[mg/l]
0.5,0.0205128212
1.0,0.0974359
1.5,0.205128208
2.0,0.2564103
2.5,0.376923084
3.0,0.417948753
3.5,0.451282054
4.0,0.4794872
5.0,0.4871795
6.0,0.433333367
8.0,0.3948718
12.0,0.258974344
24.0,0.135897458
36.0,0.0948718
48.0,0.0615384653
