time[h],concentration[mg/l]
1.0,0.0189033989
1.5,0.0481890664
2.0,0.1336071
3.0,0.1937988
4.0,0.2238079
5.0,0.2463533
6.0,0.2348102
8.0,0.2082635
24.0,0.08571289
32.0,0.05980467
48.0,0.02374307
56.0,0.0171734281
72.0,0.007968809
80.0,0.005051258
96.0,0.002261023
