time[h],concentration[mg/l]
0.5,0.43634358
1.0,0.5396476
2.0,0.4455947
3.0,0.4178414
4.0,0.382378846
5.0,0.305286348
6.0,0.248237878
8.0,0.195814982
10.0,0.169603512
12.0,0.148017615
24.0,0.07555066
36.0,0.0477973558
48.0,0.0370044038
60.0,0.0308370031
72.0,0.0277533028
