time[h],concentration[mg/l]
1.0,3.50171137
1.08,2.675129
1.5,0.441658646
2.0,0.3074883
2.5,0.328136384
3.0,0.270008326
4.0,0.2327346
5.0,0.202477574
7.0,0.1449492
9.0,0.119272
24.0,0.0445778333
32.0,0.0331197232
48.0,0.0210138671
72.0,0.01149236
96.0,0.00709139835
