time[h],concentration[mg/l]
3.0,0.0513993278
3.5,0.09934475
4.0,0.1151219
4.5,0.129496083
5.0,0.1480705
6.0,0.142906681
7.0,0.145092
8.0,0.143073
9.0,0.1186803
10.0,0.09987776
20.0,0.0482503
