time[h],concentration[mg/l]
0.5,0.0211346038
1.0,0.07034015
1.25,0.08661352
1.5,0.106651768
3.0,0.100661166
4.0,0.088639684
5.0,0.07987981
7.0,0.06338874
9.0,0.0514789522
24.0,0.0119936978
32.0,0.006574284
48.0,0.00260704919
