time[h],concentration[µg/l]
0.5,0.8656093
1.0,19.8481789
2.0,128.732
3.0,217.5739
4.0,260.587982
5.0,278.256
6.0,240.0722
8.0,207.128189
12.0,156.7316
24.0,78.70664
36.0,39.52448
48.0,19.20772
72.0,2.961488
