time[h],concentration[µg/l]
1.0,14.7746
2.0,78.70664
3.0,151.6742
4.0,203.759
5.0,203.759
6.0,167.3581
8.0,124.578094
12.0,76.16692
24.0,37.62691
36.0,25.80364
48.0,18.5879211
72.0,8.053468
