time[h],concentration[µg/l]
0.5,0.555922449
1.0,11.3646393
2.0,72.51016
3.0,102.3226
4.0,118.5971
5.0,118.5971
6.0,91.22502
8.0,69.02896
12.0,42.20424
24.0,23.77215
36.0,16.8459587
48.0,10.1320705
72.0,3.787456
