time[h],concentration[µg/l]
0.5,59.05534
1.0,171.836182
1.5,220.5709
2.0,211.580734
3.0,151.669342
4.0,111.780914
6.0,72.71444
8.0,56.6482964
24.0,16.713459
32.0,12.3178892
48.0,5.743954
56.0,4.35240173
72.0,2.56929159
96.0,1.0722481
