time[h],concentration[µg/l]
0.5,91.0843353
1.0,333.9759
2.0,565.060242
3.0,603.8554
4.0,603.8554
5.0,556.626465
6.0,522.891541
8.0,484.096344
12.0,389.638519
24.0,251.3253
