time[h],concentration[µg/l]
336.0,1572.28918
336.5,1536.14465
337.0,1536.14465
338.0,1614.45789
339.0,1668.67468
340.0,1753.01208
341.0,1734.93982
342.0,1692.77112
344.0,1668.67468
348.0,1614.45789
360.0,1530.12048
