time[h],concentration[µg/l]
168.0,1437.15039
240.0,2324.50635
312.0,2973.6626
384.0,3423.042
408.0,3545.62134
432.0,3266.16968
435.0,3304.70068
438.0,3304.70068
444.0,3190.45044
456.0,3044.2373
468.0,2938.992
480.0,2707.35132
504.0,2436.15112
528.0,1972.52869
600.0,909.620667
672.0,262.399078
792.0,41.619976
