time[h],concentration[mg/l]
0.5,0.228728071
1.0,0.4252193
2.0,0.431359649
3.0,0.4267544
4.0,0.391447335
5.0,0.320833355
6.0,0.230263159
8.0,0.178070188
10.0,0.145833328
12.0,0.1120614
24.0,0.06600878
36.0,0.0506578945
48.0,0.03377193
60.0,0.0322368443
72.0,0.0260964911
