time[h],concentration[µg/l]
0.5,12.1482077
1.0,28.7082119
1.5,51.406517
2.0,65.07704
3.0,108.722519
4.0,130.206482
6.0,102.854424
8.0,76.86294
24.0,18.9357834
32.0,13.9557476
48.0,6.50770473
56.0,4.93112373
72.0,2.87082124
96.0,0.933371067
