time[h],concentration[µg/l]
360.5,1420.0
361.0,1450.0
362.0,1640.0
363.0,1730.0
364.0,1820.0
366.0,1660.0
368.0,1720.0
372.0,1420.0
376.0,1390.0
384.0,1230.0
408.0,1040.0
432.0,698.0
