time[h],concentration[mg/l]
1.0,1.844787
1.25,1.478673
1.5,1.17654014
2.0,0.941943169
3.0,0.7713271
5.0,0.430094779
7.0,0.3341232
12.0,0.2701422
24.0,0.412322283
36.0,0.4514218
48.0,0.8175355
72.0,0.7713271
96.0,0.9277252
120.0,0.899289
144.0,0.8566351
145.0,2.740521
145.25,2.370853
145.5,2.026066
146.0,1.890995
147.0,1.716825
149.0,1.53198993
151.0,1.354265
153.0,1.308057
156.0,1.14455
168.0,0.917061567
