time[h],concentration[µg/l]
0.5,1.089475
1.0,12.6707392
1.5,25.65063
2.0,36.88224
3.0,51.29913
4.0,71.31049
5.0,87.82745
6.0,79.86852
7.0,74.35293
17.0,29.0192623
