time[h],concentration[mg/l]
0.0329,0.00330209988
0.4021,0.0109039
0.8163,0.0167502984
1.4216,0.0198142
1.8664,0.0180487
2.2207,0.0172259
2.838,0.0165947
3.8979,0.0151161
5.8454,0.0118593
7.8747,0.0103100995
9.8145,0.0092178
11.9316,0.0080137
17.8345,0.00617089961
23.7362,0.00484129973
29.8307,0.00284410012
35.9252052,0.00167079992
48.0,0.0006949
