time[h],concentration[mg/l]
0.5,0.0175241288
1.0,0.017233111
1.5,0.0161165688
2.0,0.01532691
2.5,0.01558573
3.0,0.0161165688
4.0,0.0143338805
6.0,0.01296365
8.0,0.0115297092
10.0,0.009916619
24.0,0.004908051
48.0,0.00122256693
72.0,0.000372314
