time[h],concentration[ng/ml]
216.0,1670.721
217.0,2600.95581
218.0,3482.75
219.0,3650.667
220.0,3230.0
221.0,2967.513
222.0,2912.14282
224.0,2552.42529
226.0,2323.021
228.0,2237.14014
240.0,1734.85791
