time[h],concentration[ng/ml]
192.0,1488.189
192.5,1488.189
193.0,1472.441
194.0,1944.88208
196.0,3125.984
198.0,3094.488
200.0,2748.031
202.0,2322.835
204.0,2039.37
208.0,1818.898
212.0,1692.91309
216.0,1551.18091
